Year,Make,Model,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,ExteriorColor,InteriorColor,Used,VIN,Stock#,ID_Car
2021,Gmc,Yukon XL Denali,4WD,14,19,Gasoline,Automatic,6.2L V8 16V GDI OHV,Onyx Black,Jet Black,True,1GKS2JKL5MR480395,MR480395,2289
2019,Volvo,XC90 T6 Momentum,AWD,19,26,Gasoline,Automatic,2.0L I4 16V GDI DOHC,Onyx Black Metallic,Maroon Brown,True,YV4A22PK1K1483221,14549,2290
2016,Bmw,X5 xDrive35i,AWD,18,24,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,Carbon Black Metallic,Â,True,5UXKR0C55G0P29299,G0P29299,2291
2020,Toyota,RAV4 LE,FWD,27,35,Gasoline,Automatic,2.5L I4 16V PDI DOHC,Super White,Â,False,2T3H1RFV6LC078761,LC078761,2292
2016,Land,Rover Range Rover 3.0L Turbocharged Diesel Td6,4WD,22,28,Diesel,Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,Santorini Black,Cirrus / Ebony,True,SALGR2KFXGA267449,GA267449,2293
2018,Maserati,Ghibli S,RWD,16,24,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,White,Â,True,ZAM57YSA2J1304573,304573,2294
2019,Honda,CR-V EX-L,FWD,28,34,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,Obsidian Blue Pearl,Ivory,True,7FARW1H83KE005918,220307A,2295
2019,Volvo,XC60 T6 Inscription,AWD,19,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC,Crystal White Pearl Metallic,Amber,True,YV4A22RL3K1294687,P294687,2296
2020,Bmw,X3 xDrive30i,AWD,24,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Blue Metallic,Mocha,True,5UXTY5C03L9B08306,20649A,2297
2018,Bmw,328d xDrive,AWD,30,40,Diesel,Automatic,2.0L I4 16V DDI DOHC Turbo Diesel,Black Sapphire Metallic,Black,False,WBA8F1C57JAE97672,LJAE97672,2298
2017,Mercedes-Benz,GLE 350 Base 4MATIC,AWD,18,23,Gasoline,Automatic,3.5L V6 24V GDI DOHC,Polar White,Ginger,True,4JGDA5HB3HA904377,904377AP,2299
2020,Chevrolet,Traverse LT Leather,FWD,18,27,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Graphite Metallic,Jet Black,True,1GNERHKW7LJ177758,P2661,2300
2019,Dodge,Durango GT,AWD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Db Black Clearcoat,Black,True,1C4RDJDGXKC652103,KP652103,2301
2015,Jeep,Grand Cherokee Limited,RWD,17,25,Flex Fuel,Automatic,3.6L V6 24V MPFI DOHC Flexible Fuel,Billet Silver Metallic Clearcoat,Black,True,1C4RJEBG9FC749916,D510362A,2302
2019,Mercedes-Benz,AMG GT 63 4-Door,AWD,15,20,Gasoline,Automatic,4.0L V8 32V GDI DOHC Twin Turbo,Graphite Gray Metallic,Â,False,WDD7X8JB8KA001649,KA001649,2303
2018,Toyota,RAV4 XLE,AWD,22,28,Gasoline,Automatic,2.5L I4 16V MPFI DOHC,Electric Storm Blue,Black,True,2T3RFREV2JW816719,M361280A,2304
2022,Mazda,CX-5 Carbon Edition,AWD,24,30,Gasoline,Automatic,2.5L I4 16V,Polymetal Gray Metallic,Black,True,JM3KFBCM3N0525831,M35722A,2305
2019,Mercedes-Benz,CLA 250 Base,FWD,24,37,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,White,Â,True,WDDSJ4EB9KN737247,NP332873A,2306
2019,Lexus,ES 350 F Sport,FWD,22,31,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Caviar,Black,True,58ABZ1B19KU017891,L93520A,2307
2019,Land,Rover Range Rover Sport 3.0L Supercharged HSE,4WD,17,23,Gasoline,Automatic,V6,Loire Blue,Almond/Espresso/Almond/Ivory,True,SALWR2RVXKA848967,KA848967,2308
2017,Toyota,Corolla LE,FWD,28,36,Gasoline,CVT,1.8L I4 DOHC Dual VVT-i,Gray Metallic,Black,True,2T1BURHE47C907195,08280,2309
2016,Hyundai,Elantra SE,FWD,28,38,Gasoline,Automatic,1.8L 4-Cylinder DOHC 16V Dual CVVT,Red,Gray,True,5NPDH4AE1LH144703,08265,2310
2017,Mercedes-Benz,GLS 450 Base 4MATIC,AWD,19,22,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,Lunar Blue Metallic,Ginger,True,4JGDF6EE6HA879707,700188A,2311
2017,Mercedes-Benz,GLS 450 Base 4MATIC,AWD,19,22,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,Silver,Â,True,4JGDF6EE1HA988348,G20810,2312
2019,Volvo,XC90 T6 R-Design,AWD,19,26,Gasoline,Automatic,2.0L I4 16V GDI DOHC,Onyx Black Metallic,Charcoal,True,YV4A22PM3K1460721,104139,2313
2019,Lexus,RX 350 350,AWD,19,26,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Nightfall Mica,Black,True,2T2BZMCA5KC197780,LM18545,2314
2019,Lexus,RX 350 350,AWD,19,26,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Eminent White Pearl,Parchment,True,2T2BZMCA3KC199673,218689A,2315
2014,Dodge,Durango Citadel,AWD,14,22,Gasoline,Automatic,8 Cylinder Engine,Bright White Clearcoat,Lt Frost Beige/Black,True,1C4SDJET3EC369611,L2076AA,2316
2020,Mercedes-Benz,GLE 350 Base 4MATIC,AWD,19,26,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black,Black,True,4JGFB4KB5LA055726,218558A,2317
2018,Lexus,RX 350 350,AWD,19,26,Gasoline,Automatic,3.5L V6 24V GDI DOHC,Eminent White Pearl,Parchment,True,2T2BZMCA8JC154694,227417A,2318
2017,Mercedes-Benz,AMG C 43 Base 4MATIC,AWD,20,28,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,Black,Black,True,55SWF6EB0HU232731,361E,2319
2019,Jeep,Grand Cherokee Overland,4WD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Black,Tan,True,1C4RJFCG6KC612625,22816257,2320
2015,Toyota,4Runner Limited,4WD,17,21,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,Silver,Black,True,JTEBU5JR2F5236213,22762750,2321
2019,Mercedes-Benz,GLS 450 Base 4MATIC,AWD,16,22,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,Lunar Blue Metallic,Espresso Brown,True,4JGDF6EE3KB212479,BA6102,2322
2020,Mercedes-Benz,C-Class C 300,RWD,21,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black,Cranberry Red,False,WDDWK8DB8LF960267,35T00825,2323
2020,Gmc,Yukon SLT,4WD,15,21,Gasoline,Automatic,5.3L V8 16V GDI OHV,Steel,Black,True,1GKS2BKC4LR234538,51564,2324
2020,Bmw,X5 xDrive40i,AWD,20,26,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,Black Sapphire Metallic,Â,True,5UXCR6C06LLL66385,LLL66385,2325
2019,Toyota,RAV4 Limited,FWD,26,35,Gasoline,Automatic,2.5L I4 16V PDI DOHC,Blizzard Pearl,Black,True,JTMY1RFV6KJ009256,KJ009256P,2326
2018,Toyota,4Runner Limited,4WD,17,20,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,Blizzard Pearl,Black Graphite,True,JTEBU5JR8J5536945,CN55531A,2327
2018,Subaru,Impreza 2.0i,AWD,28,37,Gasoline,CVT,2.0L H4 16V GDI DOHC,Magnetite Gray Metallic,Black,True,4S3GTAA62J3720737,J3720737,2328
2021,Gmc,Yukon Denali,4WD,14,19,Gasoline,Automatic,8 Cylinder Engine,Smokey Quartz Metallic,Dark Walnut/Very Dark Ash Gray,True,1GKS2DKL0MR212758,GP7806,2329
2017,Audi,Q7 3.0T Premium Plus,AWD,19,25,Gasoline,Automatic,3.0L V6 24V GDI DOHC Supercharged,Night Black,Black,True,WA1LAAF75HD039427,C1733459,2330
2022,Hyundai,Tucson Limited,AWD,24,29,Gasoline,Automatic,2.5L I4 16V PDI DOHC,Phantom Black,Black,True,5NMJECAE5NH011200,470745A,2331
2016,Subaru,Crosstrek 2.0i Premium,AWD,26,34,Gasoline,CVT,2.0L H4 16V MPFI DOHC,Hyper Blue,Black,True,JF2GPADC2GH307302,15917PQ,2332
2017,Lincoln,Navigator Select,4WD,15,20,Gasoline,Automatic,3.5L V6 24V GDI DOHC Twin Turbo,Black Velvet,Ebony,True,5LMJJ2JT2HEL07022,22T532B,2333
2021,Toyota,Tundra SR5,RWD,13,17,Gasoline,Automatic,5.7L V8 32V MPFI DOHC,39525,Graphite,False,5TFEY5F15MX275436,UX275436,2334
2014,Honda,Accord Sport,FWD,26,34,Gasoline,CVT,2.4L I4 16V GDI DOHC,Gray,Black,True,1HGCR2F54EA012298,22822248,2335
2020,Bmw,X5 sDrive40i,RWD,21,26,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,Dark Graphite Metallic,Black,True,5UXCR4C02L9B45399,7628C,2336
2020,Mercedes-Benz,GLC 300 Base 4MATIC,AWD,21,28,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black,Silk Beige / Black,True,WDC0G8EB1LF745114,PLF745114,2337
2019,Infiniti,QX60 Luxe,FWD,20,27,Gasoline,CVT,3.5L V6 24V GDI DOHC,Majestic White,Graphite,True,5N1DL0MNXKC563147,KC563147,2338
2020,Toyota,Camry SE,FWD,28,39,Gasoline,Automatic,2.5L I4 16V PDI DOHC,Galactic Aqua,Black,True,4T1M11AK5LU993301,YLU993301,2339
2021,Hyundai,Tucson SE,FWD,23,28,Gasoline,Automatic,2.0L I4 16V GDI DOHC,Winter White,Beige,True,KM8J23A45MU309801,MU309801,2340
2019,Honda,Pilot EX-L,FWD,19,27,Gasoline,Automatic,3.5L V6 24V GDI SOHC,Crystal Black Pearl,Black,True,5FNYF5H53KB032895,N48505A,2341
2020,Acura,RDX A-Spec,FWD,22,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black,Red,True,5J8TC1H62LL016854,016854,2342
2021,Mazda,CX-5 Touring,AWD,24,30,Gasoline,Automatic,2.5L I4 16V GDI DOHC,Machine Gray Metallic,Black,True,JM3KFBCM7M0341281,PH341281,2343
2019,Honda,CR-V EX-L,FWD,28,34,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,Black,Black,False,5J6RW1H83KA001446,TKA001446,2344
2019,Cadillac,Escalade Luxury,RWD,14,23,Gasoline,Automatic,6.2L V8 16V GDI OHV,Shadow Metallic,Black,True,1GYS3BKJXKR307704,22C1076,2345
2018,Cadillac,XT5 Luxury,FWD,19,26,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Radiant Silver Metallic,Black,False,1GYKNCRS6JZ174081,P4855,2346
2017,Mercedes-Benz,E-Class E 300,RWD,22,30,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Silver,Black,True,WDDZF4JB5HA241917,21984745,2347
2014,Mercedes-Benz,E-Class E 350,RWD,21,30,Gasoline,Automatic,3.5L V6 24V GDI DOHC,Palladium Silver Metallic,Â,True,WDDHF5KB5EA984962,EA984962,2348
2016,Audi,A6 2.0T Premium Plus,AWD,22,32,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Mythos Black Metallic,Black,True,WAUGFAFC3GN011914,GN011914,2349
2021,Toyota,Camry XSE V6,FWD,22,32,Gasoline,Automatic,3.5L V6 24V PDI DOHC,White,Red,True,4T1KZ1AK2MU049571,22775016,2350
2020,Gmc,Sierra 1500 Denali,4WD,16,22,Gasoline,Automatic,5.3L V8 16V GDI OHV,Onyx Black,Walnut,True,3GTU9FED0LG236217,FA404A,2351
2020,Lexus,GX 460 Base,4WD,15,19,Gasoline,Automatic,4.6L V8 32V MPFI DOHC,Claret Mica,Black,True,JTJAM7BX6L5262556,RSL67,2352
2019,Honda,CR-V EX-L,AWD,27,33,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,Maroon,Tan,True,7FARW2H80KE008250,PJR18137A,2353
2015,Honda,Accord EX-L,FWD,21,34,Gasoline,Automatic,3.5L V6 24V MPFI SOHC,Basque Red Pearl Ii,Ivory,True,1HGCR3F87FA005198,221595A,2354
2019,Honda,CR-V EX-L,FWD,28,34,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,Dark Olive Metallic,Black,False,7FARW1H88KE003243,97711A,2355
2017,Jaguar,F-TYPE Premium,RWD,20,28,Gasoline,Automatic,3.0L V6 24V GDI DOHC Supercharged,Ebony Black,Jet,True,SAJWA6ET6H8K44358,K44358,2356
2021,Lexus,RX 350 Base,AWD,19,26,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Nightfall Mica,Parchment,True,2T2HZMDA2MC274911,A1814A,2357
2019,Chevrolet,Trax LT,AWD,24,29,Gasoline,Automatic,1.4L I4 16V MPFI DOHC Turbo,Satin Steel Metallic,Jet Black,True,KL7CJPSB3KB914829,C13099H,2358
2019,Cadillac,Escalade Luxury,4WD,14,21,Gasoline,Automatic,6.2L V8 16V GDI OHV,Black Raven,Jet Black,True,1GYS4BKJ0KR241161,M22807A,2359
2020,Mercedes-Benz,GLC 300 Base 4MATIC,AWD,21,28,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Selenite Gray Metallic,Black,True,WDC0G8EB4LF721552,37T281,2360
2020,Hyundai,Santa Fe SEL 2.4,FWD,22,29,Gasoline,Automatic,2.4L I4 16V GDI DOHC,Twilight Black,Espresso,True,5NMS33AD8LH203970,PLH203970,2361
2022,Hyundai,Palisade Calligraphy,FWD,19,26,Gasoline,Automatic,3.8L V6 24V GDI DOHC,Silver,Black,True,KM8R74HEXNU357711,BH22392,2362
2019,Audi,A4 2.0T Premium Plus,FWD,27,34,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Ibis White,Atlas Beige / Gray,True,WAUHMAF47KA039945,CKA039945,2363
2019,Ford,Edge Titanium,AWD,21,28,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Burgundy,Ceramic,False,2FMPK4K93KBC19172,94106,2364
2014,Toyota,4Runner SR5,4WD,17,21,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,Classic Silver Metallic,Black / Graphite,True,JTEBU5JRXE5185493,M17125,2365
2019,Cadillac,XT5 Luxury,AWD,18,25,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Stellar Black Metallic,Jet Black,False,1GYKNDRS4KZ209112,7274,2366
2019,Audi,Q5 2.0T Premium Plus,AWD,22,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Florett Silver Metallic,Black,True,WA1BNAFY4K2094740,AU10167A,2367
2021,Chevrolet,Suburban RST,4WD,15,19,Gasoline,Automatic,8 Cylinder Engine,Midnight Blue Metallic,Jet Black/Victory Red,True,1GNSKEKD7MR284493,CTN1451A,2368
2019,Ford,Escape SEL,FWD,23,30,Gasoline,Automatic,1.5L I4 16V GDI DOHC Turbo,Magnetic Metallic,Charcoal Black,True,1FMCU0HD1KUA04302,PRT43563,2369
2016,Infiniti,QX60 Base,AWD,19,26,Gasoline,CVT,3.5L V6 24V MPFI DOHC,Jade Green,Graphite,True,5N1AL0MM1GC504604,P2903C2,2370
2019,Gmc,Acadia SLT-1,FWD,21,26,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Blue Steel,Jet Black,True,1GKKNMLS2KZ263852,C220006A,2371
2017,Lincoln,Continental Select,FWD,17,26,Gasoline,Automatic,3.7L V6 24V MPFI DOHC,Burgundy Velvet Tinted Clearcoat,Â,True,1LN6L9SK9H5602930,H5602930,2372
2019,Toyota,Corolla LE,FWD,28,36,Gasoline,CVT,1.8L I4 16V MPFI DOHC,Falcon Gray Metallic,Black,True,2T1BURHE2KC239494,RKC239494,2373
2020,Infiniti,QX50 Luxe,FWD,23,29,Gasoline,CVT,2.0L I4 16V PDI DOHC Turbo,Hermosa Blue,Graphite,False,3PCAJ5M18LF110978,CMT222436A,2374
2020,Mercedes-Benz,GLB 250 Base,FWD,23,30,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Digital White,Black,True,W1N4M4GB7LW020728,020728,2375
2019,Subaru,Ascent Premium 8-Passenger,AWD,21,27,Gasoline,CVT,2.4L H4 16V GDI DOHC Turbo,Abyss Blue Pearl,Ivory,True,4S4WMACD6K3471411,22-886A,2376
2021,Tesla,Model 3 Standard Range Plus,RWD,150,133,â,Automatic,Electric,Pearl White,Black,True,5YJ3E1EAXMF017787,A226894A,2377
2019,Infiniti,QX80 Luxe,AWD,13,19,Gasoline,Automatic,5.6L V8 32V GDI DOHC,Gray,Â,True,JN8AZ2NE6K9233815,PD21593,2378
2020,Kia,Sportage LX,FWD,23,30,Gasoline,Automatic,2.4L I4 16V GDI DOHC,Black Cherry Pearl,Black,True,KNDPM3AC0L7775424,3391A,2379
2020,Land,Rover Defender 110 SE,4WD,17,22,Gasoline,Automatic,V6,Pangea Green,Khaki,True,SALEPEEU9L2008321,LR1492A,2380
2021,Tesla,Model Y Performance,AWD,0,0,Electric,Automatic,Electric,White,Black,True,5YJYGDEF6MF178523,ZMF178523P,2381
2019,Toyota,Tundra SR5,4WD,13,17,Gasoline,Automatic,5.7L V8 32V MPFI DOHC,Midnight Black Metallic,Graphite,True,5TFDY5F18KX859578,P2212,2382
2019,Land,Rover Range Rover Velar P250 S,4WD,21,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Corris Grey,Light Oyster / Ebony,True,SALYB2EX5KA228922,RP49354,2383
2019,Honda,CR-V EX-L,FWD,28,34,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,Dark Olive Metallic,Black,False,7FARW1H80KE007383,23332A,2384
2019,Volvo,S60 T5 Momentum,FWD,24,36,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black,Black,True,7JR102FK1KG012081,22783274,2385
2019,Acura,RDX A-Spec,AWD,21,26,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Apex Blue Pearl,Red,False,5J8TC2H64KL026323,AP2845,2386
2021,Tesla,Model Y Performance,AWD,115,106,Electric,Automatic,Electric,Black,White / Black,True,5YJYGDEF3MF099004,23589,2387
2019,Mazda,CX-5 Grand Touring,AWD,24,30,Gasoline,Automatic,2.5L I4 16V GDI DOHC,Jet Black Mica,Parchment,True,JM3KFBDM3K0649334,5MP49334,2388
2019,Jeep,Cherokee Limited,4WD,19,27,Gasoline,Automatic,3.2L V6 24V MPFI DOHC,Diamond Black,Black,True,1C4PJMDX4KD409172,W22463A,2389
2017,Honda,Accord Sport SE,FWD,23,32,Gasoline,Manual,189.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Gray,Black,True,1HGCR2E17HA269877,â,2390
2020,Lexus,IS 300 Base,RWD,21,30,Gasoline,Automatic,2.0L I4 16V PDI DOHC Turbo,Obsidian Black,Â,True,JTHAA1D2XL5108330,L5108330,2391
2019,Mercedes-Benz,C-Class C 300,RWD,23,34,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black,Â,False,55SWF8DB4KU295920,KU295920,2392
2019,Lamborghini,Urus Base,AWD,12,17,Gasoline,Automatic,4.0L V8 32V GDI DOHC Twin Turbo,Grigio Lynx Metallic,Â,True,ZPBUA1ZL1KLA03503,CS1318,2393
2021,Audi,Q7 45 Premium,AWD,19,23,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Florett Silver Metallic,Black,True,WA1LJAF76MD022212,MD022212R,2394
2020,Cadillac,XT5 Premium Luxury,AWD,21,26,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Shadow Metallic,Jet Black,True,1GYKNDRSXLZ124602,000P8675,2395
2018,Gmc,Yukon Denali,4WD,14,22,Gasoline,Automatic,6.2L V8 16V GDI OHV,Onyx Black,Jet Black,True,1GKS2CKJXJR104569,G22109B,2396
2019,Honda,CR-V EX,AWD,27,33,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,Modern Steel Metallic,Gray,False,7FARW2H52KE039148,5210101,2397
2019,Volvo,XC90 T6 R-Design,AWD,19,26,Gasoline,Automatic,2.0L I4 16V GDI DOHC,Onyx Black Metallic,Charcoal,True,YV4A22PM1K1445697,104171,2398
2013,Lexus,ES 350 Base,FWD,21,31,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,Silver Lining Metallic,Black,True,JTHBK1GG1D2068425,N0333B,2399
2019,Dodge,Durango R/T,AWD,14,22,Gasoline,Automatic,5.7L V8 16V MPFI OHV,Vice White,Black,True,1C4SDJCT2KC606104,K22037A,2400
2019,Toyota,Highlander SE,AWD,20,26,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Midnight Black Metallic,Black,True,5TDJZRFH4KS731980,T31980UD,2401
2019,Toyota,Highlander XLE,AWD,20,26,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Blizzard Pearl,Ash,False,5TDJZRFHXKS601458,17456,2402
2020,Volvo,XC90 T5 Momentum 7 Passenger,AWD,20,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Thunder Gray Metallic,Charcoal,True,YV4102PK1L1534692,U3345,2403
2019,Mercedes-Benz,C-Class C 300 4MATIC,AWD,22,33,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black,Black,True,55SWF8EB5KU321214,MUKU321214,2404
2019,Honda,CR-V EX-L,AWD,27,33,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,Black,Black,True,2HKRW2H81KH608157,B22978,2405
2018,Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,AWD,17,22,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,Black,Black,True,4JGED6EB0JA122629,RUJA122629,2406
2021,Audi,Q3 45 S line Premium,AWD,20,28,Gasoline,Automatic,I4,Glacier White Metallic,Okapi Brown,True,WA1EECF33M1125370,VW125370,2407
2018,Bmw,X3 xDrive30i,AWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Alpine White,Black,True,5UXTR9C57JLD62858,220200A,2408
2014,Mercedes-Benz,CLS-Class CLS 550 4MATIC,AWD,18,25,Gasoline,Automatic,4.7L V8 32V GDI DOHC Twin Turbo,Steel Gray Metallic,Ash / Black,True,WDDLJ9BB6EA123080,B221667C,2409
2021,Bmw,X1 xDrive28i,AWD,23,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black Sapphire Metallic,Black,True,WBXJG9C03M5T82889,60361S,2410
2019,Bmw,X1 sDrive28i,FWD,23,32,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black,Black,False,WBXHU7C5XK5L11063,TK5L11063,2411
2019,Bmw,X5 xDrive40i,AWD,20,26,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,Jet Black,Â,True,5UXCR6C54KLK88585,KLK88585,2412
2019,Gmc,Yukon Denali,4WD,14,22,Gasoline,Automatic,6.2L V8 16V GDI OHV,Onyx Black,Â,True,1GKS2CKJ9KR113412,KR113412,2413
2016,Honda,Pilot Touring,AWD,19,26,Gasoline,Automatic,3.5L V6 24V GDI SOHC,Modern Steel Metallic,Â,True,5FNYF6H98GB068470,GB068470,2414
2019,Bmw,X5 xDrive40i,AWD,20,26,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,Black Sapphire Metallic,Â,False,5UXCR6C56KLL35163,KLL35163,2415
2018,Tesla,Model S 100D,AWD,101,102,Electric,Automatic,Electric,Silver,White,True,5YJSA1E28JF272787,C1819545,2416
2015,Honda,Accord EX-L,FWD,27,36,Gasoline,CVT,2.4L I4 16V GDI DOHC,Silver Gray,Â,True,1HGCR2F82FA095273,FA095273,2417
2020,Toyota,RAV4 XLE,AWD,27,33,Gasoline,Automatic,2.5L I4 16V PDI DOHC,Ice,Black,False,2T3P1RFV0LC099259,TBCE191,2418
2016,Ford,Explorer Limited,4WD,16,23,Gasoline,Automatic,2.3L I4 16V GDI DOHC Turbo,Ruby Red Metallic Tinted Clearcoat,Â,True,1FM5K8FH9GGC46876,GGC46876,2419
2019,Tesla,Model 3 Long Range,AWD,120,112,Electric,Automatic,Electric,Black,Black,True,5YJ3E1EB2KF384687,M5832,2420
2018,Ford,Edge Titanium,FWD,20,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Ingot Silver Metallic,Â,True,2FMPK3K94JBB45186,JBB45186,2421
2019,Bmw,330 i,RWD,26,36,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black Sapphire Metallic,Black,True,WBA5R1C53KAJ98978,KP7787,2422
2019,Chevrolet,Silverado 1500 High Country,4WD,16,22,Gasoline,Automatic,5.3L V8 16V GDI OHV,Black,Jet Black,True,1GCUYHED9KZ375260,MZI1069,2423
2018,Nissan,Pathfinder S,FWD,20,27,Gasoline,CVT,3.5L V6 24V MPFI DOHC,Gun Metallic,Â,True,5N1DR2MN1JC640495,JC640495,2424
2018,Gmc,Yukon XL SLT,4WD,15,22,Gasoline,Automatic,8 Cylinder Engine,Onyx Black,Jet Black,True,1GKS2GKC4JR182161,182161,2425
2021,Bmw,X3 M40i,AWD,21,27,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,Alpine White,Canberra Beige,False,5UXTY9C06M9F16436,BL210537,2426
2021,Kia,Telluride EX,AWD,19,24,Gasoline,Automatic,3.8L V6 24V GDI DOHC,Dark Moss,Gray,True,5XYP3DHC9MG187802,AHC221502A,2427
2020,Chevrolet,Silverado 1500 LT,RWD,20,23,Gasoline,Automatic,2.7L I4 16V GDI DOHC Turbo,Black,Jet Black,True,3GCPWCEK5LG125553,BP83610A,2428
2021,Lexus,RX 350 Base,AWD,19,26,Gasoline,Automatic,V6 Cylinder Engine,Black,Circuit Red,True,2T2SZMDAXMC284222,P29853,2429
2021,Porsche,911 Carrera 4,AWD,18,24,Gasoline,Automatic,3.0L H6 24V GDI DOHC Twin Turbo,Agate Gray Metallic,Gray,True,WP0AA2A90MS206455,206455,2430
2021,Cadillac,Escalade Sport,4WD,14,19,Gasoline,Automatic,6.2L V8 16V GDI OHV,Black Raven,Brandy,True,1GYS4EKLXMR356601,PMR356601,2431
2015,Porsche,911 Turbo S,AWD,17,24,Gasoline,Automatic,3.8L H6 24V GDI DOHC Twin Turbo,Agate Gray Metallic,Â,True,WP0AD2A90FS166002,FS166002,2432
2018,Toyota,4Runner Limited,RWD,17,21,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,Blizzard Pearl,Black Graphite,True,JTEZU5JRXJ5171764,P33469,2433
2018,Audi,Q3 2.0T Premium,FWD,20,28,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Brilliant Black,Black,True,WA1BCCFS5JR000285,JR000285P,2434
2019,Lexus,ES 350 Luxury,FWD,22,33,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Nightfall Mica,Â,True,58ABZ1B12KU036928,KU036928,2435
2019,Mercedes-Benz,E-Class E 450,AWD,20,28,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,Obsidian Black Metallic,Â,False,WDDZF6JB0KA571287,KA571287,2436
2019,Jeep,Grand Cherokee Limited,RWD,19,26,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Diamond Black,Black,True,1C4RJEBG3KC616210,KC616210,2437
2021,Honda,Pilot EX-L,AWD,19,26,Gasoline,Automatic,3.5L V6 24V GDI SOHC,Â,Â,True,5FNYF6H56MB010544,P291823A,2438
2016,Jeep,Grand Cherokee Overland,4WD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Brilliant Black Crystal Pearlcoat,Light Frost / Brown,True,1C4RJFCG9GC357993,M22041B,2439
